Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Format,Category,Type
MJ Prior (ENG),2007-2010,10,8,2,127.0,32,21.16,100,127.0,0,0,1,11,5,T20,Batting,Batting
MWR Stokes (GUE),2019-2019,9,7,0,127.0,29,18.14,152,83.55,0,0,0,10,0,T20,Batting,Batting
Najjam Shahzad (PORT),2019-2019,4,3,2,126.0,53*,126.0,97,129.89,0,1,0,4,10,T20,Batting,Batting
AJ Redmond (NZ),2009-2010,7,6,0,126.0,63,21.0,84,150.0,0,1,0,19,2,T20,Batting,Batting
JT Smuts (SA),2017-2018,8,8,0,126.0,45,15.75,114,110.52,0,0,1,14,5,T20,Batting,Batting
AT Carey (AUS),2018-2019,25,13,4,125.0,37*,13.88,101,123.76,0,0,0,10,4,T20,Batting,Batting
Amir Mangal (GER),2019-2019,9,9,3,124.0,40,20.66,78,158.97,0,0,0,10,8,T20,Batting,Batting
Mohammed Asghar (KUW),2019-2019,4,4,0,124.0,45,31.0,91,136.26,0,0,0,13,5,T20,Batting,Batting
S Muniandy (MAL),2019-2019,15,13,4,124.0,27,13.77,103,120.38,0,0,2,7,7,T20,Batting,Batting
BA Pai (GIBR),2019-2019,4,4,0,124.0,52,31.0,141,87.94,0,1,0,6,1,T20,Batting,Batting
RJ Peterson (SA),2006-2014,21,12,4,124.0,34,15.5,113,109.73,0,0,1,13,2,T20,Batting,Batting
R Ashwin (INDIA),2010-2017,46,11,7,123.0,31*,30.75,115,106.95,0,0,0,14,1,T20,Batting,Batting
AD Mascarenhas (ENG),2007-2009,14,13,5,123.0,31,15.37,100,123.0,0,0,3,8,5,T20,Batting,Batting
SM Sharif (SCOT),2012-2019,42,18,9,123.0,26,13.66,100,123.0,0,0,2,8,3,T20,Batting,Batting
AW Hawkins-Kay (JER),2019-2019,16,13,5,122.0,27*,15.25,136,89.7,0,0,1,8,0,T20,Batting,Batting
KM Jadhav (INDIA),2015-2017,9,6,0,122.0,58,20.33,99,123.23,0,1,0,12,3,T20,Batting,Batting
Muhamad Syahadat (MAL),2019-2019,10,9,3,122.0,41*,20.33,102,119.6,0,0,0,9,6,T20,Batting,Batting
CN Onwuzulike (NGA),2019-2019,9,9,1,122.0,46*,15.25,126,96.82,0,0,2,5,5,T20,Batting,Batting
Shadab Khan (PAK),2017-2019,38,14,5,122.0,29,13.55,96,127.08,0,0,2,6,6,T20,Batting,Batting
DAJ Bracewell (NZ),2011-2019,18,10,5,121.0,44,24.2,83,145.78,0,0,2,6,9,T20,Batting,Batting
KH Pandya (INDIA),2018-2019,18,9,4,121.0,26*,24.2,92,131.52,0,0,0,8,6,T20,Batting,Batting
DR Martyn (AUS),2005-2006,4,4,0,120.0,96,30.0,74,162.16,0,1,0,11,5,T20,Batting,Batting
Imrul Kayes (BDESH),2010-2017,14,13,0,119.0,36,9.15,134,88.8,0,0,4,14,3,T20,Batting,Batting
AA Onikoyi (NGA),2019-2019,9,8,0,119.0,49,14.87,144,82.63,0,0,1,8,4,T20,Batting,Batting
SCJ Broad (ENG),2006-2014,56,26,10,118.0,18*,7.37,118,100.0,0,0,2,7,3,T20,Batting,Batting
Sajid Cheema (Saudi),2019-2019,5,5,0,118.0,47,23.6,97,121.64,0,0,0,12,5,T20,Batting,Batting
JE Taylor (WI),2006-2018,30,15,6,118.0,21,13.11,92,128.26,0,0,1,10,6,T20,Batting,Batting
Mehran Khan (OMAN),2015-2019,19,13,2,117.0,29,10.63,106,110.37,0,0,1,7,5,T20,Batting,Batting
Mohammad Mithun (BDESH),2014-2019,14,10,0,117.0,47,11.7,125,93.6,0,0,2,9,4,T20,Batting,Batting
Naseem Khushi (OMAN),2017-2019,10,8,2,117.0,29,19.5,77,151.94,0,0,2,6,8,T20,Batting,Batting
H Singh (GER),2019-2019,7,6,3,117.0,44*,39.0,102,114.7,0,0,0,6,3,T20,Batting,Batting
Ziaur Rahman (BDESH),2012-2014,14,12,3,117.0,40*,13.0,91,128.57,0,0,3,3,10,T20,Batting,Batting
Aritra Dutta (SGP),2019-2019,8,8,0,116.0,33,14.5,114,101.75,0,0,0,8,5,T20,Batting,Batting
Shahzaib Hasan (PAK),2009-2010,10,10,0,116.0,35,11.6,130,89.23,0,0,3,13,3,T20,Batting,Batting
K Motlhanka (Botsw),2019-2019,7,7,0,115.0,59,16.42,123,93.49,0,1,0,11,2,T20,Batting,Batting
Sami Sohail (MWI),2019-2019,7,5,4,115.0,33*,115.0,97,118.55,0,0,0,10,2,T20,Batting,Batting
K Dasan (),2019-2019,3,3,0,114.0,74,38.0,108,105.55,0,1,0,10,2,T20,Batting,Batting
S Kaveri (Mex),2019-2019,7,6,1,114.0,43,22.8,146,78.08,0,0,0,9,1,T20,Batting,Batting
WD Parnell (SA),2009-2017,40,13,9,114.0,29*,28.5,96,118.75,0,0,0,10,3,T20,Batting,Batting
Chirag Suri (UAE),2018-2019,7,7,1,113.0,44*,18.83,121,93.38,0,0,0,10,2,T20,Batting,Batting
DL Maddy (ENG),2007-2007,4,4,0,113.0,50,28.25,80,141.25,0,1,0,12,3,T20,Batting,Batting
M Abdulla (MWI),2019-2019,5,5,2,112.0,42*,37.33,100,112.0,0,0,0,11,2,T20,Batting,Batting
Fiaz Ahmed (BAH),2019-2019,4,4,2,112.0,62*,56.0,72,155.55,0,1,1,6,8,T20,Batting,Batting
SP Khakurel (NEPAL),2014-2015,8,8,0,112.0,56,14.0,139,80.57,0,1,0,10,1,T20,Batting,Batting
JS Malhotra (USA),2019-2019,6,6,0,112.0,38,18.66,104,107.69,0,0,0,12,2,T20,Batting,Batting
Mohammad Boota (UAE),2019-2019,16,12,4,112.0,20*,14.0,100,112.0,0,0,1,7,5,T20,Batting,Batting
Mudassar Muhammad (GER),2019-2019,7,7,0,112.0,30,16.0,135,82.96,0,0,0,5,3,T20,Batting,Batting
AP Devcich (NZ),2013-2014,4,4,0,111.0,59,27.75,79,140.5,0,1,0,17,2,T20,Batting,Batting
JO Holder (WI),2014-2019,17,11,2,111.0,26*,12.33,84,132.14,0,0,2,10,4,T20,Batting,Batting
Imran Ali Butt (BAH),2019-2019,4,4,0,111.0,58,27.75,101,109.9,0,2,2,5,6,T20,Batting,Batting
JNK Shannon (IRE),2013-2018,8,8,0,111.0,60,13.87,84,132.14,0,1,1,12,5,T20,Batting,Batting
SP Fleming (NZ),2005-2006,5,5,0,110.0,38,22.0,85,129.41,0,0,0,20,0,T20,Batting,Batting
A Lark (Aut),2019-2019,5,4,0,110.0,43,27.5,121,90.9,0,0,1,15,0,T20,Batting,Batting
Anwar Ali (PAK),2008-2016,16,11,4,109.0,46,15.57,77,141.55,0,0,0,6,6,T20,Batting,Batting
MG Johnson (AUS),2007-2013,30,17,7,109.0,28*,10.9,95,114.73,0,0,2,8,3,T20,Batting,Batting
T van der Gugten (NL),2012-2019,39,11,4,109.0,40*,15.57,81,134.56,0,0,1,4,6,T20,Batting,Batting
Harbhajan Singh (INDIA),2006-2016,28,13,5,108.0,21,13.5,87,124.13,0,0,1,11,4,T20,Batting,Batting
Mohammad Saifuddin (BDESH),2017-2019,13,9,3,108.0,39*,18.0,95,113.68,0,0,0,9,3,T20,Batting,Batting
B Zuiderent (NL),2009-2010,6,6,1,108.0,43*,21.6,124,87.09,0,0,0,8,1,T20,Batting,Batting
OGL Bascome (BMUDA),2019-2019,11,11,1,107.0,22,10.7,117,91.45,0,0,0,12,3,T20,Batting,Batting
SO Ngoche (KENYA),2010-2019,28,18,5,107.0,38,8.23,118,90.67,0,0,2,5,4,T20,Batting,Batting
GJ Thompson (IRE),2016-2019,10,8,1,107.0,44,15.28,108,99.07,0,0,2,14,1,T20,Batting,Batting
V Vijh (LUX),2019-2019,4,4,2,107.0,64*,53.5,119,89.91,0,1,0,13,1,T20,Batting,Batting
K Doriga (PNG),2019-2019,17,11,1,106.0,43*,10.6,103,102.91,0,0,0,3,3,T20,Batting,Batting
NA Maiolo (ITA),2019-2019,8,7,1,106.0,39*,17.66,104,101.92,0,0,0,11,2,T20,Batting,Batting
MD Dai (PNG),2015-2017,9,8,0,105.0,31,13.12,128,82.03,0,0,0,4,0,T20,Batting,Batting
OJ Hairs (SCOT),2019-2019,8,8,1,105.0,26,15.0,64,164.06,0,0,2,4,10,T20,Batting,Batting
JR Hopes (AUS),2005-2010,12,7,2,105.0,30,21.0,98,107.14,0,0,0,7,1,T20,Batting,Batting
ND Laegsgaard (DEN),2019-2019,9,8,1,105.0,39,15.0,96,109.37,0,0,0,11,2,T20,Batting,Batting
M Mosehle (SA),2017-2017,7,6,1,105.0,36,21.0,65,161.53,0,0,0,6,9,T20,Batting,Batting
Meet Bhavsar (KUW),2019-2019,9,7,1,104.0,38,17.33,88,118.18,0,0,0,10,1,T20,Batting,Batting
LA Dunbar (Serb),2019-2019,2,2,1,104.0,104*,104.0,62,167.74,1,0,1,5,10,T20,Batting,Batting
Sultan Ahmed (OMAN),2015-2017,17,12,3,104.0,37*,11.55,83,125.3,0,0,3,14,0,T20,Batting,Batting
GP Swann (ENG),2008-2012,39,16,11,104.0,34,20.8,89,116.85,0,0,2,9,1,T20,Batting,Batting
SM Davies (ENG),2009-2011,5,5,0,102.0,33,20.4,82,124.39,0,0,0,12,0,T20,Batting,Batting
Rehman Abdul (ITA),2019-2019,7,5,3,102.0,37*,51.0,103,99.02,0,0,0,7,3,T20,Batting,Batting
Suraj Kumar (OMAN),2019-2019,13,9,2,102.0,42*,14.57,89,114.6,0,0,0,9,3,T20,Batting,Batting
LJ Tucker (IRE),2016-2019,14,11,1,102.0,22*,10.2,99,103.03,0,0,1,10,1,T20,Batting,Batting
Ammad Uddin (BAH),2019-2019,4,4,1,101.0,40*,33.66,53,190.56,0,0,0,11,5,T20,Batting,Batting
MNR Cooray (Mald),2019-2019,4,3,1,101.0,56*,50.5,77,131.16,0,1,0,12,3,T20,Batting,Batting
S Jora (NEPAL),2019-2019,6,6,1,101.0,53*,20.2,83,121.68,0,1,1,5,4,T20,Batting,Batting
AV Lalcheta (OMAN),2015-2019,17,10,2,101.0,20,12.62,82,123.17,0,0,0,9,4,T20,Batting,Batting
B Lee (AUS),2005-2012,25,12,6,101.0,43*,16.83,71,142.25,0,0,2,9,4,T20,Batting,Batting
Mohammed Nurji (MWI),2019-2019,6,5,3,101.0,36,50.5,59,171.18,0,0,0,8,6,T20,Batting,Batting
T Perera (Botsw),2019-2019,6,6,0,101.0,30,16.83,127,79.52,0,0,0,16,0,T20,Batting,Batting
V Shankar (INDIA),2018-2019,9,4,0,101.0,43,25.25,73,138.35,0,0,0,11,5,T20,Batting,Batting
S Dhaniram (CAN),2008-2010,11,9,0,100.0,26,11.11,123,81.3,0,0,0,6,2,T20,Batting,Batting
Hamza Tariq (CAN),2013-2019,15,11,1,100.0,33,10.0,82,121.95,0,0,2,4,5,T20,Batting,Batting
T Maruma (ZIM),2008-2019,13,13,4,100.0,23*,11.11,109,91.74,0,0,1,6,4,T20,Batting,Batting
BS Stephenson (Blz),2019-2019,3,3,0,100.0,48,33.33,72,138.88,0,0,0,9,7,T20,Batting,Batting
BR Dunk (AUS),2014-2017,5,5,0,99.0,32,19.8,69,143.47,0,0,0,8,6,T20,Batting,Batting
BFW de Leede (NL),2018-2019,8,7,1,98.0,33,16.33,114,85.96,0,0,0,4,2,T20,Batting,Batting
Irfan Bhima (MWI),2019-2019,4,4,0,98.0,52,24.5,88,111.36,0,1,2,13,2,T20,Batting,Batting
Janak Prakash (SGP),2019-2019,12,11,3,98.0,25*,12.25,78,125.64,0,0,2,9,3,T20,Batting,Batting
BR McDermott (AUS),2018-2019,12,10,3,98.0,32*,14.0,105,93.33,0,0,2,6,2,T20,Batting,Batting
TK Musakanda (ZIM),2018-2018,6,6,0,98.0,43,16.33,80,122.5,0,0,2,7,2,T20,Batting,Batting
Amir Ali (OMAN),2015-2016,10,8,3,97.0,32*,19.4,65,149.23,0,0,0,11,2,T20,Batting,Batting
BOP Fernando (SL),2019-2019,3,3,1,97.0,78*,48.5,73,132.87,0,1,0,10,3,T20,Batting,Batting
DJ Mitchell (NZ),2019-2019,9,9,3,97.0,30*,16.16,79,122.78,0,0,0,5,4,T20,Batting,Batting
Muhammad Kaleem (UAE),2016-2016,9,9,0,97.0,50,10.77,116,83.62,0,1,1,9,3,T20,Batting,Batting
Aminuddin Ramly (MAL),2019-2019,10,9,2,97.0,33,13.85,59,164.4,0,0,1,3,9,T20,Batting,Batting
AM Samad (CAN),2008-2010,7,6,0,97.0,29,16.16,88,110.22,0,0,1,8,4,T20,Batting,Batting
S Samarawickrama (SL),2017-2019,7,7,0,97.0,32,13.85,93,104.3,0,0,1,9,0,T20,Batting,Batting
AJ Staal (NL),2019-2019,9,8,2,97.0,28*,16.16,79,122.78,0,0,2,5,5,T20,Batting,Batting
GM Strydom (Caym),2019-2019,6,6,0,97.0,49,16.16,89,108.98,0,0,2,6,5,T20,Batting,Batting
Zaheer Ibrahim (QAT),2019-2019,13,11,3,97.0,27*,12.12,89,108.98,0,0,2,7,5,T20,Batting,Batting
Ahmed Raza (UAE),2014-2019,36,14,7,96.0,22,13.71,123,78.04,0,0,1,2,4,T20,Batting,Batting
RS Morton (WI),2006-2010,7,7,1,96.0,40,16.0,103,93.2,0,0,1,8,2,T20,Batting,Batting
Razmal Shigiwal (Aut),2019-2019,4,3,0,96.0,53,32.0,78,123.07,0,1,0,3,8,T20,Batting,Batting
ML Udawatte (SL),2008-2017,8,8,0,96.0,25,12.0,87,110.34,0,0,2,10,2,T20,Batting,Batting
MH Yardy (ENG),2006-2011,14,8,5,96.0,35*,32.0,72,133.33,0,0,3,9,1,T20,Batting,Batting
TM Odoyo (KENYA),2007-2013,11,10,0,95.0,22,9.5,119,79.83,0,0,1,6,2,T20,Batting,Batting
NS Poonia (SCOT),2007-2010,8,7,2,95.0,38*,19.0,108,87.96,0,0,2,3,1,T20,Batting,Batting
Shamsudheen Purat (Saudi),2019-2019,3,3,1,95.0,88*,47.5,53,179.24,0,1,1,8,7,T20,Batting,Batting
HJ Jordaan (THAI),2019-2019,4,4,1,94.0,37*,31.33,107,87.85,0,0,0,8,0,T20,Batting,Batting
Mehidy Hasan Miraz (BDESH),2017-2018,13,11,2,94.0,19*,10.44,80,117.5,0,0,2,7,4,T20,Batting,Batting
JH Stander (SCOT),2009-2012,11,11,2,94.0,45,10.44,90,104.44,0,0,3,6,4,T20,Batting,Batting
JJ Tucker (BMUDA),2019-2019,5,5,1,94.0,50*,23.5,97,96.9,0,1,0,11,1,T20,Batting,Batting
P Utseya (ZIM),2006-2015,35,21,9,94.0,13*,7.83,115,81.73,0,0,3,6,1,T20,Batting,Batting
J Cutinho (CRC),2019-2019,3,3,0,93.0,46,31.0,98,94.89,0,0,0,7,4,T20,Batting,Batting
Walid Ghauri (NOR),2019-2019,4,4,1,93.0,44*,31.0,80,116.25,0,0,0,10,2,T20,Batting,Batting
JL Denly (ENG),2009-2019,10,9,1,92.0,30,11.5,93,98.92,0,0,2,11,1,T20,Batting,Batting
MC Sorensen (IRE),2012-2016,26,11,6,92.0,26,18.4,79,116.45,0,0,1,4,3,T20,Batting,Batting
D Wiese (SA),2013-2016,20,11,4,92.0,28,13.14,75,122.66,0,0,1,4,3,T20,Batting,Batting
Yasir Arafat (PAK),2007-2012,13,11,4,92.0,17,13.14,79,116.45,0,0,0,8,2,T20,Batting,Batting
Anwar Arudin (MAL),2019-2019,12,12,0,91.0,32,7.58,98,92.85,0,0,3,10,2,T20,Batting,Batting
Raees Ahmadzai (AFG),2010-2010,8,6,3,91.0,33*,30.33,84,108.33,0,0,0,5,1,T20,Batting,Batting
Saeed Ajmal (PAK),2009-2015,64,23,12,91.0,21*,8.27,86,105.81,0,0,3,7,2,T20,Batting,Batting
CR Woakes (ENG),2011-2015,8,7,4,91.0,37,30.33,63,144.44,0,0,1,4,5,T20,Batting,Batting
GM Hamilton (SCOT),2007-2010,12,8,0,90.0,32,11.25,110,81.81,0,0,0,6,1,T20,Batting,Batting
JN Mohammed (WI),2017-2018,9,8,3,90.0,23*,18.0,103,87.37,0,0,1,9,1,T20,Batting,Batting
Muhammad Naeem (Saudi),2019-2019,5,4,2,90.0,42,45.0,91,98.9,0,0,1,7,1,T20,Batting,Batting
Sagar Pun (NEPAL),2014-2015,9,9,0,90.0,20,10.0,100,90.0,0,0,0,13,0,T20,Batting,Batting
DLS van Bunge (NL),2008-2013,14,12,4,90.0,24,11.25,104,86.53,0,0,2,2,3,T20,Batting,Batting
GH Worker (NZ),2015-2015,2,2,0,90.0,62,45.0,64,140.62,0,1,0,6,5,T20,Batting,Batting
S Adedeji (NGA),2019-2019,6,6,2,89.0,51*,22.25,114,78.07,0,1,1,5,2,T20,Batting,Batting
Mohammad Nadeem (OMAN),2015-2019,22,13,3,89.0,29,8.9,106,83.96,0,0,1,7,0,T20,Batting,Batting
A Otwani (UGA),2019-2019,4,4,0,89.0,44,22.25,78,114.1,0,0,0,13,1,T20,Batting,Batting
A Ferguson (Arg),2019-2019,5,3,1,88.0,51,44.0,100,88.0,0,1,0,5,1,T20,Batting,Batting
N Madziva (ZIM),2015-2019,15,10,5,88.0,28*,17.6,80,110.0,0,0,1,4,5,T20,Batting,Batting
Md Shafiqul Haque (THAI),2019-2019,4,4,0,88.0,38,22.0,62,141.93,0,0,0,5,6,T20,Batting,Batting
Zishan Shah (DEN),2019-2019,6,5,1,88.0,50,22.0,87,101.14,0,1,0,7,1,T20,Batting,Batting
PS Airee (NEPAL),2015-2019,11,11,0,87.0,29,7.9,93,93.54,0,0,4,10,1,T20,Batting,Batting
SC Getkate (IRE),2019-2019,14,12,2,87.0,24,8.7,73,119.17,0,0,1,4,4,T20,Batting,Batting
Mandeep Singh (INDIA),2016-2016,3,3,1,87.0,52*,43.5,73,119.17,0,1,0,11,1,T20,Batting,Batting
D Pretorius (SA),2017-2019,6,2,2,87.0,77*,0.0,49,177.55,0,1,0,7,4,T20,Batting,Batting
Raza Iqbal (NOR),2019-2019,5,5,0,87.0,39,17.4,89,97.75,0,0,0,13,0,T20,Batting,Batting
DI Allan (KENYA),2012-2013,10,10,0,86.0,18,8.6,135,63.7,0,0,0,7,0,T20,Batting,Batting
AR Gandhi (KENYA),2019-2019,3,3,1,86.0,50,43.0,98,87.75,0,1,0,5,1,T20,Batting,Batting
GJ Hopkins (NZ),2007-2010,10,8,0,86.0,36,10.75,71,121.12,0,0,0,5,5,T20,Batting,Batting
SM Pollock (SA),2005-2008,12,9,2,86.0,36*,12.28,70,122.85,0,0,3,4,4,T20,Batting,Batting
Shamsur Rahman (BDESH),2013-2014,9,8,0,86.0,53,10.75,85,101.17,0,1,2,12,1,T20,Batting,Batting
DP Michael (Samoa),2019-2019,4,4,1,85.0,55*,28.33,82,103.65,0,1,1,1,6,T20,Batting,Batting
AR Nurse (WI),2011-2019,13,8,6,85.0,20*,42.5,71,119.71,0,0,0,7,3,T20,Batting,Batting
MD Patel (USA),2019-2019,8,8,1,85.0,26,12.14,88,96.59,0,0,0,6,4,T20,Batting,Batting
RML Taylor (SCOT),2013-2016,9,6,3,85.0,41*,28.33,58,146.55,0,0,0,6,4,T20,Batting,Batting
N Khosla (MALTA),2019-2019,4,4,0,84.0,27,21.0,95,88.42,0,0,0,3,2,T20,Batting,Batting
IO Okpe (NGA),2019-2019,8,8,0,84.0,19,10.5,109,77.06,0,0,0,2,2,T20,Batting,Batting
Afif Hossain (BDESH),2018-2019,8,7,0,83.0,52,11.85,63,131.74,0,1,2,10,1,T20,Batting,Batting
JH Davey (SCOT),2012-2019,21,10,5,83.0,24,16.6,63,131.74,0,0,0,5,3,T20,Batting,Batting
PF Gallagher (Fin),2019-2019,3,3,0,83.0,36,27.66,68,122.05,0,0,0,4,5,T20,Batting,Batting
JK Kamande (KENYA),2007-2010,12,9,0,83.0,42,9.22,92,90.21,0,0,2,5,3,T20,Batting,Batting
Manpreet Singh (ITA),2019-2019,8,6,0,83.0,36,13.83,98,84.69,0,0,0,10,1,T20,Batting,Batting
AC Agar (AUS),2016-2019,21,7,1,82.0,29,13.66,79,103.79,0,0,0,6,3,T20,Batting,Batting
FA Cossa (Moz),2019-2019,6,6,2,82.0,19*,20.5,90,91.11,0,0,0,6,4,T20,Batting,Batting
AS Hansra (CAN),2012-2013,8,8,2,82.0,30,13.66,85,96.47,0,0,0,4,3,T20,Batting,Batting
AK Mohan (Fin),2019-2019,5,5,0,82.0,41,16.4,72,113.88,0,0,1,9,1,T20,Batting,Batting
Muhammad Awais (),2019-2019,3,3,2,82.0,42*,82.0,59,138.98,0,0,0,12,1,T20,Batting,Batting
TD Paine (AUS/World),2009-2017,12,9,1,82.0,25,10.25,77,106.49,0,0,2,7,3,T20,Batting,Batting
Shaikh Ashraf (Peru),2019-2019,4,4,0,82.0,38,20.5,67,122.38,0,0,0,8,3,T20,Batting,Batting
RM Siri (Arg),2019-2019,4,4,1,82.0,49*,27.33,80,102.5,0,0,1,6,1,T20,Batting,Batting
Aaron Jones (USA),2019-2019,8,7,3,81.0,39,20.25,81,100.0,0,0,0,3,2,T20,Batting,Batting
MO Jones (BMUDA),2019-2019,8,7,2,81.0,27,16.2,83,97.59,0,0,0,5,3,T20,Batting,Batting
Ahsan Abbasi (HKG),2019-2019,6,6,0,80.0,18,13.33,87,91.95,0,0,0,7,2,T20,Batting,Batting
DAP Darrell (BMUDA),2019-2019,11,10,1,80.0,30*,8.88,95,84.21,0,0,1,1,5,T20,Batting,Batting
Faizan Asif (UAE),2014-2015,6,6,0,80.0,28,13.33,64,125.0,0,0,0,9,3,T20,Batting,Batting
Ijaz Hussain (ROM),2019-2019,3,3,0,80.0,40,26.66,76,105.26,0,0,0,7,6,T20,Batting,Batting
RK Paudel (NEPAL),2019-2019,11,10,2,80.0,19,10.0,89,89.88,0,0,0,7,0,T20,Batting,Batting
CP Rizwan (UAE),2019-2019,5,4,0,80.0,44,20.0,73,109.58,0,0,0,10,1,T20,Batting,Batting
ZE Green (NAM),2019-2019,16,11,3,79.0,18*,9.87,78,101.28,0,0,1,4,3,T20,Batting,Batting
CD Barnwell (WI),2011-2013,6,6,2,78.0,34*,19.5,62,125.8,0,0,1,4,4,T20,Batting,Batting
Nurul Hasan (BDESH),2016-2017,9,8,4,78.0,30*,19.5,63,123.8,0,0,1,9,0,T20,Batting,Batting
GG Banner (Blz),2019-2019,3,3,1,77.0,47,38.5,65,118.46,0,0,0,1,8,T20,Batting,Batting
Sandeep Goud (OMAN),2019-2019,12,7,3,77.0,31*,19.25,72,106.94,0,0,0,3,3,T20,Batting,Batting
Shahid Wasif (HKG),2016-2019,9,8,3,77.0,40,15.4,66,116.66,0,0,1,3,1,T20,Batting,Batting
SA Wijeyeratne (CAN),2019-2019,2,2,0,77.0,56,38.5,51,150.98,0,1,0,12,0,T20,Batting,Batting
T Bavuma (SA),2019-2019,2,2,1,76.0,49,76.0,66,115.15,0,0,0,5,2,T20,Batting,Batting
A Flintoff (ENG),2005-2007,7,7,1,76.0,31,12.66,60,126.66,0,0,1,7,2,T20,Batting,Batting
DR Hooper (GUE),2019-2019,9,8,3,76.0,19*,15.2,91,83.51,0,0,1,3,1,T20,Batting,Batting
Imran Farhat (PAK),2010-2011,7,7,0,76.0,19,10.85,70,108.57,0,0,1,14,0,T20,Batting,Batting
Irfan Ahmed (HKG),2014-2015,8,8,0,76.0,34,9.5,83,91.56,0,0,2,4,6,T20,Batting,Batting
HB Kayondo (UGA),2019-2019,3,3,0,76.0,31,25.33,69,110.14,0,0,0,2,4,T20,Batting,Batting
NFI McCallum (SCOT),2007-2010,11,7,0,76.0,38,10.85,85,89.41,0,0,3,7,1,T20,Batting,Batting
S Matsikenyeri (ZIM),2006-2012,10,10,0,76.0,32,7.6,82,92.68,0,0,2,6,3,T20,Batting,Batting
Rizwan Mahmood (DEN),2019-2019,5,4,0,76.0,37,19.0,61,124.59,0,0,0,3,3,T20,Batting,Batting
VS Solanki (ENG),2005-2007,3,3,0,76.0,43,25.33,61,124.59,0,0,0,10,1,T20,Batting,Batting
NR Kirton (CAN),2019-2019,5,5,2,75.0,37*,25.0,83,90.36,0,0,0,4,1,T20,Batting,Batting
NJ Astle (NZ),2005-2006,4,4,1,74.0,40*,24.66,67,110.44,0,0,0,7,2,T20,Batting,Batting
Hirenkumar Patel (Chile),2019-2019,4,4,0,74.0,22,18.5,82,90.24,0,0,0,9,1,T20,Batting,Batting
S Hirugade (Mex),2019-2019,6,6,0,74.0,35,12.33,86,86.04,0,0,1,8,2,T20,Batting,Batting
KO Otieno (KENYA),2008-2008,4,4,0,74.0,40,18.5,79,93.67,0,0,0,5,2,T20,Batting,Batting
SI Runsewe (NGA),2019-2019,6,6,1,74.0,27,14.8,87,85.05,0,0,1,4,0,T20,Batting,Batting
G Venkateswaran (LUX),2019-2019,3,3,1,74.0,59,37.0,58,127.58,0,1,0,10,1,T20,Batting,Batting
J Vira (VAN),2019-2019,14,12,4,74.0,23,9.25,68,108.82,0,0,1,7,2,T20,Batting,Batting
NT Broom (NZ),2009-2017,11,7,1,73.0,36,12.16,68,107.35,0,0,0,8,1,T20,Batting,Batting
TS Fray (BMUDA),2019-2019,10,10,1,73.0,29,8.11,96,76.04,0,0,3,9,0,T20,Batting,Batting
Khurram Khan (UAE),2014-2014,3,3,0,73.0,31,24.33,73,100.0,0,0,0,8,0,T20,Batting,Batting
AR McBrine (IRE),2014-2017,19,11,5,73.0,14*,12.16,70,104.28,0,0,1,6,1,T20,Batting,Batting
C Munoz-Mills (ESP),2019-2019,9,7,3,73.0,29*,18.25,66,110.6,0,0,0,5,3,T20,Batting,Batting
AM Oyede (NGA),2019-2019,8,8,1,73.0,39,10.42,104,70.19,0,0,2,5,1,T20,Batting,Batting
AL Phehlukwayo (SA),2017-2019,23,11,5,73.0,27*,12.16,66,110.6,0,0,3,10,1,T20,Batting,Batting
AJ Strauss (ENG),2005-2009,4,4,0,73.0,33,18.25,64,114.06,0,0,1,9,0,T20,Batting,Batting
RA Thomas (CAN),2019-2019,8,8,1,73.0,18,10.42,95,76.84,0,0,1,7,1,T20,Batting,Batting
Farhad Reza (BDESH),2006-2014,13,9,0,72.0,19,8.0,88,81.81,0,0,1,4,2,T20,Batting,Batting
Haroon Mughal (MALTA),2019-2019,4,4,0,72.0,31,18.0,65,110.76,0,0,0,6,1,T20,Batting,Batting
Hassan Rasheed (Mald),2019-2019,8,7,0,72.0,22,10.28,100,72.0,0,0,0,4,1,T20,Batting,Batting
A Pusthay (Fin),2019-2019,5,5,0,72.0,37,14.4,60,120.0,0,0,0,5,1,T20,Batting,Batting
AS Wright (GUE),2019-2019,8,7,0,72.0,43,10.28,84,85.71,0,0,1,6,3,T20,Batting,Batting
Sahir Naqash (GER),2019-2019,7,5,1,71.0,38*,17.75,52,136.53,0,0,2,2,5,T20,Batting,Batting
T Taylor (Caym),2019-2019,6,6,2,71.0,19*,17.75,91,78.02,0,0,0,2,5,T20,Batting,Batting
Abdul Hashmi (DEN),2019-2019,8,5,1,70.0,31,17.5,66,106.06,0,0,1,4,0,T20,Batting,Batting
Awais Zia (PAK),2012-2014,5,5,0,70.0,23,14.0,80,87.5,0,0,0,4,3,T20,Batting,Batting
FF Mulivai (Samoa),2019-2019,4,4,0,70.0,48,17.5,37,189.18,0,0,1,2,8,T20,Batting,Batting
Hafez Farooq (Peru),2019-2019,4,4,0,69.0,24,17.25,68,101.47,0,0,0,7,2,T20,Batting,Batting
C Hauptfleisch (Caym),2019-2019,5,5,0,69.0,42,13.8,85,81.17,0,0,1,4,2,T20,Batting,Batting
Ibrarul Haq (Saudi),2019-2019,5,4,0,69.0,49,17.25,47,146.8,0,0,1,6,4,T20,Batting,Batting
