Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Format,Category,Type
CL King (WI),1976-1980,18,15,744,529,11.0,4/23,48.09,4.26,67.6,1,0,ODI,Bowling,Bowling
NM Kulkarni (INDIA),1997-1998,10,8,402,357,11.0,3/27,32.45,5.32,36.5,0,0,ODI,Bowling,Bowling
RT Latham (NZ),1990-1994,33,21,450,386,11.0,5/32,35.09,5.14,40.9,0,1,ODI,Bowling,Bowling
P Lever (ENG),1971-1975,10,9,440,261,11.0,4/35,23.72,3.55,40.0,1,0,ODI,Bowling,Bowling
AA Mallett (AUS),1971-1975,9,9,502,341,11.0,3/34,31.0,4.07,45.6,0,0,ODI,Bowling,Bowling
MF Malone (AUS),1977-1982,10,10,612,315,11.0,2/9,28.63,3.08,55.6,0,0,ODI,Bowling,Bowling
A Martin (WI),2011-2011,9,9,444,296,11.0,4/36,26.9,4.0,40.3,1,0,ODI,Bowling,Bowling
EZ Matambanadzo (ZIM),1996-1997,7,7,297,217,11.0,4/32,19.72,4.38,27.0,1,0,ODI,Bowling,Bowling
M Mbangwa (ZIM),1996-2002,29,29,1369,1140,11.0,2/24,103.63,4.99,124.4,0,0,ODI,Bowling,Bowling
DR Parry (WI),1978-1980,6,6,330,259,11.0,3/47,23.54,4.7,30.0,0,0,ODI,Bowling,Bowling
RL Powell (WI),1999-2005,109,25,473,491,11.0,2/5,44.63,6.22,43.0,0,0,ODI,Bowling,Bowling
TT Samaraweera (SL),1998-2011,53,17,702,542,11.0,3/34,49.27,4.63,63.8,0,0,ODI,Bowling,Bowling
Shafiuddin Ahmed (BDESH),1997-2000,11,11,495,426,11.0,3/42,38.72,5.16,45.0,0,0,ODI,Bowling,Bowling
DLS van Bunge (NL),2002-2013,37,13,331,329,11.0,3/16,29.9,5.96,30.0,0,0,ODI,Bowling,Bowling
A van der Merwe (IRE),2010-2011,9,9,432,323,11.0,5/49,29.36,4.48,39.2,0,1,ODI,Bowling,Bowling
JDF Vandersay (SL),2015-2019,12,11,491,480,11.0,3/50,43.63,5.86,44.6,0,0,ODI,Bowling,Bowling
AS Wassan (INDIA),1990-1991,9,9,426,283,11.0,3/28,25.72,3.98,38.7,0,0,ODI,Bowling,Bowling
M Zondeki (Afr/SA),2002-2008,13,12,558,504,11.0,2/40,45.81,5.41,50.7,0,0,ODI,Bowling,Bowling
MW Alleyne (ENG),1999-2000,10,9,366,280,10.0,3/27,28.0,4.59,36.6,0,0,ODI,Bowling,Bowling
MA Aponso (SL),2016-2018,9,9,423,377,10.0,4/18,37.7,5.34,42.3,1,0,ODI,Bowling,Bowling
TD Astle (NZ),2017-2019,9,8,270,246,10.0,3/33,24.6,5.46,27.0,0,0,ODI,Bowling,Bowling
DJ Callaghan (SA),1992-2000,29,19,444,365,10.0,3/32,36.5,4.93,44.4,0,0,ODI,Bowling,Bowling
A Codrington (CAN),2003-2007,9,8,300,265,10.0,5/27,26.5,5.3,30.0,0,1,ODI,Bowling,Bowling
M de Lange (SA),2012-2016,4,4,209,198,10.0,4/46,19.8,5.68,20.9,1,0,ODI,Bowling,Bowling
R Dhanraj (WI),1994-1995,6,5,264,170,10.0,4/26,17.0,3.86,26.4,1,0,ODI,Bowling,Bowling
JN Frylinck (NAM),2019-2019,5,5,195,116,10.0,5/13,11.6,3.56,19.5,0,1,ODI,Bowling,Bowling
MW Gatting (ENG),1977-1993,92,14,392,336,10.0,3/32,33.6,5.14,39.2,0,0,ODI,Bowling,Bowling
NG Jones (IRE),2010-2011,14,13,389,234,10.0,2/19,23.4,3.6,38.9,0,0,ODI,Bowling,Bowling
Khawar Ali (OMAN),2019-2019,5,5,258,188,10.0,4/23,18.8,4.37,25.8,1,0,ODI,Bowling,Bowling
FJ Klaassen (NL),2018-2019,4,4,240,150,10.0,3/30,15.0,3.75,24.0,0,0,ODI,Bowling,Bowling
RR Kulkarni (INDIA),1983-1987,10,10,444,345,10.0,3/42,34.5,4.66,44.4,0,0,ODI,Bowling,Bowling
DK Liyanage (SL),1992-2001,16,16,642,510,10.0,3/49,51.0,4.76,64.2,0,0,ODI,Bowling,Bowling
Mohammad Sharif (BDESH),2001-2007,9,9,499,424,10.0,3/40,42.4,5.09,49.9,0,0,ODI,Bowling,Bowling
Mohammad Zahid (PAK),1996-2002,11,11,512,391,10.0,2/20,39.1,4.58,51.2,0,0,ODI,Bowling,Bowling
D Mohammed (WI),2006-2008,7,6,353,235,10.0,3/37,23.5,3.99,35.3,0,0,ODI,Bowling,Bowling
Naimur Rahman (BDESH),1995-2002,29,24,1094,904,10.0,2/51,90.4,4.95,109.4,0,0,ODI,Bowling,Bowling
RJ Nicol (NZ),2011-2013,22,17,339,329,10.0,4/19,32.9,5.82,33.9,1,0,ODI,Bowling,Bowling
H Patel (CAN),2009-2013,23,16,409,353,10.0,4/28,35.3,5.17,40.9,1,0,ODI,Bowling,Bowling
MJG Rippon (NL),2013-2018,6,6,252,167,10.0,4/37,16.7,3.97,25.2,1,0,ODI,Bowling,Bowling
IH Romaine (BMUDA),2006-2009,35,13,326,355,10.0,2/22,35.5,6.53,32.6,0,0,ODI,Bowling,Bowling
KR Rutherford (NZ),1985-1995,121,17,389,323,10.0,2/39,32.3,4.98,38.9,0,0,ODI,Bowling,Bowling
RL Sanghvi (INDIA),1998-1998,10,10,498,399,10.0,3/29,39.9,4.8,49.8,0,0,ODI,Bowling,Bowling
Sanwar Hossain (BDESH),1998-2003,27,13,383,327,10.0,3/49,32.7,5.12,38.3,0,0,ODI,Bowling,Bowling
MD Shanaka (SL),2016-2019,22,12,282,274,10.0,5/43,27.4,5.82,28.2,0,1,ODI,Bowling,Bowling
G Sharma (INDIA),1985-1987,11,10,486,361,10.0,3/29,36.1,4.45,48.6,0,0,ODI,Bowling,Bowling
TB Sole (SCOT),2018-2019,10,10,504,387,10.0,4/15,38.7,4.6,50.4,1,0,ODI,Bowling,Bowling
MN Waller (ZIM),2009-2018,79,30,666,566,10.0,2/44,56.6,5.09,66.6,0,0,ODI,Bowling,Bowling
Ziaur Rahman (BDESH),2013-2014,13,11,390,301,10.0,5/30,30.1,4.63,39.0,0,1,ODI,Bowling,Bowling
KN Amalean (SL),1986-1988,8,8,318,207,9.0,4/46,23.0,3.9,35.3,1,0,ODI,Bowling,Bowling
MKDI Amerasinghe (SL),2007-2008,8,8,426,363,9.0,3/44,40.33,5.11,47.3,0,0,ODI,Bowling,Bowling
Amjad Javed (UAE),2008-2017,15,15,618,608,9.0,3/60,67.55,5.9,68.6,0,0,ODI,Bowling,Bowling
ML Cummins (WI),2014-2017,11,9,450,474,9.0,3/82,52.66,6.32,50.0,0,0,ODI,Bowling,Bowling
KM Curran (ZIM),1983-1987,11,10,506,398,9.0,3/65,44.22,4.71,56.2,0,0,ODI,Bowling,Bowling
MH Dekker (ZIM),1992-1996,23,12,347,290,9.0,2/16,32.22,5.01,38.5,0,0,ODI,Bowling,Bowling
GRA de Silva (SL),1975-1982,6,6,305,262,9.0,3/41,29.11,5.15,33.8,0,0,ODI,Bowling,Bowling
PLS Gamage (SL),2014-2017,9,9,402,392,9.0,4/57,43.55,5.85,44.6,1,0,ODI,Bowling,Bowling
K Gore (USA),2019-2019,7,7,300,208,9.0,4/20,23.11,4.16,33.3,1,0,ODI,Bowling,Bowling
MP Jarvis (ZIM),1987-1995,12,12,601,451,9.0,2/37,50.11,4.5,66.7,0,0,ODI,Bowling,Bowling
Javed Ahmadi (AFG),2010-2019,44,17,398,319,9.0,4/37,35.44,4.8,44.2,1,0,ODI,Bowling,Bowling
P Khadka (NEPAL),2018-2019,6,6,258,164,9.0,4/26,18.22,3.81,28.6,1,0,ODI,Bowling,Bowling
Khaliq Dad (AFG),2009-2010,6,6,252,150,9.0,3/30,16.66,3.57,28.0,0,0,ODI,Bowling,Bowling
RJ Kirtley (ENG),2001-2004,11,11,549,481,9.0,2/33,53.44,5.25,61.0,0,0,ODI,Bowling,Bowling
T Kumaran (INDIA),1999-2000,8,8,378,348,9.0,3/24,38.66,5.52,42.0,0,0,ODI,Bowling,Bowling
RP Lefebvre (NL),1996-2003,11,11,534,346,9.0,2/38,38.44,3.88,59.3,0,0,ODI,Bowling,Bowling
AS Luseno (KENYA),2003-2010,10,10,330,316,9.0,4/32,35.11,5.74,36.6,1,0,ODI,Bowling,Bowling
MW Machan (SCOT),2013-2016,23,16,402,384,9.0,3/31,42.66,5.73,44.6,0,0,ODI,Bowling,Bowling
CS MacLeod (SCOT),2008-2019,66,31,770,694,9.0,2/26,77.11,5.4,85.5,0,0,ODI,Bowling,Bowling
Mohammad Kashif (NL),2006-2010,11,11,450,410,9.0,3/42,45.55,5.46,50.0,0,0,ODI,Bowling,Bowling
Mohammad Shahzad (UAE),2014-2016,6,6,240,233,9.0,4/26,25.88,5.82,26.6,1,0,ODI,Bowling,Bowling
Mohammad Tauqir (UAE),2004-2015,11,11,491,383,9.0,2/38,42.55,4.68,54.5,0,0,ODI,Bowling,Bowling
DT Mutendera (ZIM),1999-2001,9,9,390,334,9.0,3/23,37.11,5.13,43.3,0,0,ODI,Bowling,Bowling
JL Ontong (Afr/SA),2001-2012,28,16,538,396,9.0,3/30,44.0,4.41,59.7,0,0,ODI,Bowling,Bowling
CAK Rajitha (SL),2018-2019,9,9,353,379,9.0,2/17,42.11,6.44,39.2,0,0,ODI,Bowling,Bowling
TG Shaw (SA),1991-1994,9,9,504,298,9.0,2/19,33.11,3.54,56.0,0,0,ODI,Bowling,Bowling
TAM Siriwardana (SL),2015-2019,27,21,601,547,9.0,2/27,60.77,5.46,66.7,0,0,ODI,Bowling,Bowling
Soumya Sarkar (BDESH),2014-2019,55,14,324,318,9.0,3/56,35.33,5.88,36.0,0,0,ODI,Bowling,Bowling
S Sriram (INDIA),2000-2004,8,8,324,274,9.0,3/43,30.44,5.07,36.0,0,0,ODI,Bowling,Bowling
CAH Stevenson (USA),2019-2019,4,4,186,149,9.0,3/22,16.55,4.8,20.6,0,0,ODI,Bowling,Bowling
ML Su'a (NZ),1992-1995,12,12,463,367,9.0,4/59,40.77,4.75,51.4,1,0,ODI,Bowling,Bowling
BRM Taylor (ZIM),2004-2019,193,21,396,406,9.0,3/54,45.11,6.15,44.0,0,0,ODI,Bowling,Bowling
SD Udal (ENG),1994-2005,11,11,612,400,9.0,2/37,44.44,3.92,68.0,0,0,ODI,Bowling,Bowling
RM West (IRE),2008-2009,10,9,447,279,9.0,4/26,31.0,3.74,49.6,1,0,ODI,Bowling,Bowling
D Wiese (SA),2015-2016,6,6,294,316,9.0,3/50,35.11,6.44,32.6,0,0,ODI,Bowling,Bowling
HS Williams (SA),1999-2000,7,7,329,228,9.0,3/38,25.33,4.15,36.5,0,0,ODI,Bowling,Bowling
KOK Williams (WI),2017-2018,8,7,330,293,9.0,4/43,32.55,5.32,36.6,1,0,ODI,Bowling,Bowling
B Wood (ENG),1972-1982,13,10,420,224,9.0,2/14,24.88,3.2,46.6,0,0,ODI,Bowling,Bowling
RA Woolmer (ENG),1972-1976,6,6,321,260,9.0,3/33,28.88,4.85,35.6,0,0,ODI,Bowling,Bowling
Abdur Rauf (PAK),2008-2008,4,4,214,212,8.0,3/24,26.5,5.94,26.7,0,0,ODI,Bowling,Bowling
RG Aga (KENYA),2004-2014,12,11,402,320,8.0,2/17,40.0,4.77,50.2,0,0,ODI,Bowling,Bowling
AC Agar (AUS),2015-2018,9,9,432,414,8.0,2/48,51.75,5.75,54.0,0,0,ODI,Bowling,Bowling
SL Campbell (WI),1994-2001,90,8,196,170,8.0,4/30,21.25,5.2,24.5,1,0,ODI,Bowling,Bowling
RP de Groen (NZ),1993-1994,12,12,549,478,8.0,2/34,59.75,5.22,68.6,0,0,ODI,Bowling,Bowling
Dolar Mahmud (BDESH),2008-2009,7,7,210,258,8.0,4/28,32.25,7.37,26.2,1,0,ODI,Bowling,Bowling
SF Graf (AUS),1980-1981,11,10,522,345,8.0,2/23,43.12,3.96,65.2,0,0,ODI,Bowling,Bowling
EJ Gray (NZ),1984-1988,10,9,386,286,8.0,2/26,35.75,4.44,48.2,0,0,ODI,Bowling,Bowling
Hasan Jamil (PAK),1977-1978,6,5,232,154,8.0,3/18,19.25,3.98,29.0,0,0,ODI,Bowling,Bowling
BC Hollioake (ENG),1997-2002,20,17,642,532,8.0,2/37,66.5,4.97,80.2,0,0,ODI,Bowling,Bowling
Irfan Ahmed (HKG),2008-2014,6,6,290,299,8.0,3/51,37.37,6.18,36.2,0,0,ODI,Bowling,Bowling
Izatullah Dawlatzai (AFG),2010-2015,5,5,210,146,8.0,4/38,18.25,4.17,26.2,1,0,ODI,Bowling,Bowling
DPMD Jayawardene (Asia/SL),1998-2015,448,28,593,563,8.0,2/56,70.37,5.69,74.1,0,0,ODI,Bowling,Bowling
MO Jones (BMUDA),2006-2007,12,12,458,482,8.0,2/25,60.25,6.31,57.2,0,0,ODI,Bowling,Bowling
Junaid Siddique (UAE),2019-2019,3,3,171,147,8.0,3/37,18.37,5.15,21.3,0,0,ODI,Bowling,Bowling
AR Kapoor (INDIA),1995-2000,17,17,900,612,8.0,2/33,76.5,4.08,112.5,0,0,ODI,Bowling,Bowling
JF Kloppenburg (NL),2002-2003,6,6,242,191,8.0,4/42,23.87,4.73,30.2,1,0,ODI,Bowling,Bowling
MKGCP Lakshitha (SL),2002-2003,7,7,300,254,8.0,2/34,31.75,5.08,37.5,0,0,ODI,Bowling,Bowling
TJ Laughlin (AUS),1978-1979,6,6,308,224,8.0,3/54,28.0,4.36,38.5,0,0,ODI,Bowling,Bowling
CH Lloyd (WI),1973-1985,87,10,358,210,8.0,2/4,26.25,3.51,44.7,0,0,ODI,Bowling,Bowling
ACI Lock (ZIM),1996-1996,8,7,289,219,8.0,5/44,27.37,4.54,36.1,0,1,ODI,Bowling,Bowling
JFM Morrison (NZ),1975-1983,18,7,283,199,8.0,3/24,24.87,4.21,35.3,0,0,ODI,Bowling,Bowling
PWA Mulder (SA),2017-2019,10,10,318,308,8.0,2/59,38.5,5.81,39.7,0,0,ODI,Bowling,Bowling
Naved Anjum (PAK),1984-1992,13,12,472,344,8.0,2/27,43.0,4.37,59.0,0,0,ODI,Bowling,Bowling
Nawroz Mangal (AFG),2009-2016,49,16,293,235,8.0,3/35,29.37,4.81,36.6,0,0,ODI,Bowling,Bowling
R Ngarava (ZIM),2017-2018,9,9,377,409,8.0,2/37,51.12,6.5,47.1,0,0,ODI,Bowling,Bowling
A Nortje (SA),2019-2019,4,4,189,150,8.0,3/57,18.75,4.76,23.6,0,0,ODI,Bowling,Bowling
NM Odhiambo (KENYA),2010-2013,8,7,318,256,8.0,3/48,32.0,4.83,39.7,0,0,ODI,Bowling,Bowling
SG Peall (ZIM),1992-1996,21,19,900,678,8.0,3/54,84.75,4.52,112.5,0,0,ODI,Bowling,Bowling
V Permaul (WI),2012-2017,7,7,331,271,8.0,3/40,33.87,4.91,41.3,0,0,ODI,Bowling,Bowling
MW Priest (NZ),1990-1998,18,17,752,590,8.0,2/27,73.75,4.7,94.0,0,0,ODI,Bowling,Bowling
Qadeer Ahmed (UAE),2015-2019,11,11,516,467,8.0,2/38,58.37,5.43,64.5,0,0,ODI,Bowling,Bowling
HP Rinke (ZIM),2006-2006,18,12,277,273,8.0,2/11,34.12,5.91,34.6,0,0,ODI,Bowling,Bowling
GR Robertson (AUS),1994-1998,13,13,597,430,8.0,3/29,53.75,4.32,74.6,0,0,ODI,Bowling,Bowling
GA Rogers (SCOT),2006-2008,13,11,512,409,8.0,2/22,51.12,4.79,64.0,0,0,ODI,Bowling,Bowling
BM Scholtz (NAM),2019-2019,5,5,224,131,8.0,4/27,16.37,3.5,28.0,1,0,ODI,Bowling,Bowling
RG Sharma (INDIA),2007-2019,221,38,593,515,8.0,2/27,64.37,5.21,74.1,0,0,ODI,Bowling,Bowling
AM Stuart (AUS),1997-1997,3,3,180,109,8.0,5/26,13.62,3.63,22.5,0,1,ODI,Bowling,Bowling
CEL Stuart (WI),2001-2001,5,5,258,205,8.0,5/44,25.62,4.76,32.2,0,1,ODI,Bowling,Bowling
SR Taylor (USA),2019-2019,9,7,229,170,8.0,4/23,21.25,4.45,28.6,1,0,ODI,Bowling,Bowling
SN Thakur (INDIA),2017-2019,7,7,323,339,8.0,4/52,42.37,6.29,40.3,1,0,ODI,Bowling,Bowling
JD Unadkat (INDIA),2013-2013,7,7,312,209,8.0,4/41,26.12,4.01,39.0,1,0,ODI,Bowling,Bowling
T van der Gugten (NL),2012-2013,4,4,126,85,8.0,5/24,10.62,4.04,15.7,0,1,ODI,Bowling,Bowling
RJ van Vuuren (NAM),2003-2003,5,5,300,298,8.0,5/43,37.25,5.96,37.5,0,1,ODI,Bowling,Bowling
BGK Walker (NZ),2000-2002,11,11,438,417,8.0,2/43,52.12,5.71,54.7,0,0,ODI,Bowling,Bowling
B Warnapura (SL),1975-1982,12,9,414,316,8.0,3/42,39.5,4.57,51.7,0,0,ODI,Bowling,Bowling
VJ Wells (ENG),1999-1999,9,8,220,189,8.0,3/30,23.62,5.15,27.5,0,0,ODI,Bowling,Bowling
BM Wheeler (NZ),2015-2015,6,6,309,315,8.0,3/63,39.37,6.11,38.6,0,0,ODI,Bowling,Bowling
SG Whittingham (SCOT),2017-2019,5,5,251,224,8.0,3/58,28.0,5.35,31.3,0,0,ODI,Bowling,Bowling
RGCE Wijesuriya (SL),1982-1985,8,8,312,287,8.0,2/25,35.87,5.51,39.0,0,0,ODI,Bowling,Bowling
NS Yadav (INDIA),1986-1987,7,7,330,228,8.0,2/18,28.5,4.14,41.2,0,0,ODI,Bowling,Bowling
S Abid Ali (INDIA),1974-1975,5,5,336,187,7.0,2/22,26.71,3.33,48.0,0,0,ODI,Bowling,Bowling
Aminul Islam (BDESH),1988-2002,39,19,412,411,7.0,3/57,58.71,5.98,58.8,0,0,ODI,Bowling,Bowling
Asif Mujtaba (PAK),1986-1996,66,28,756,658,7.0,2/38,94.0,5.22,108.0,0,0,ODI,Bowling,Bowling
KBJ Azad (INDIA),1980-1986,25,11,390,273,7.0,2/48,39.0,4.2,55.7,0,0,ODI,Bowling,Bowling
SB Bangar (INDIA),2002-2004,15,14,442,384,7.0,2/39,54.85,5.21,63.1,0,0,ODI,Bowling,Bowling
OAC Banks (WI),2003-2005,5,5,270,189,7.0,2/24,27.0,4.2,38.5,0,0,ODI,Bowling,Bowling
BS Bedi (INDIA),1974-1979,10,10,590,340,7.0,2/44,48.57,3.45,84.2,0,0,ODI,Bowling,Bowling
RE Bryson (SA),1997-1997,7,7,378,323,7.0,2/34,46.14,5.12,54.0,0,0,ODI,Bowling,Bowling
RP Burl (ZIM),2017-2019,18,10,210,207,7.0,4/32,29.57,5.91,30.0,1,0,ODI,Bowling,Bowling
BE Congdon (NZ),1973-1978,11,10,437,287,7.0,2/17,41.0,3.94,62.4,0,0,ODI,Bowling,Bowling
GJ Crocker (ZIM),1992-1993,6,6,238,208,7.0,4/26,29.71,5.24,34.0,1,0,ODI,Bowling,Bowling
AB de Villiers (Afr/SA),2005-2018,228,9,192,202,7.0,2/15,28.85,6.31,27.4,0,0,ODI,Bowling,Bowling
DAG Fletcher (ZIM),1983-1983,6,6,301,221,7.0,4/42,31.57,4.4,43.0,1,0,ODI,Bowling,Bowling
AS Hansra (CAN),2010-2014,24,18,445,413,7.0,3/27,59.0,5.56,63.5,0,0,ODI,Bowling,Bowling
CW Henderson (SA),2001-2001,4,4,217,132,7.0,4/17,18.85,3.64,31.0,1,0,ODI,Bowling,Bowling
MC Henriques (AUS),2009-2017,11,10,354,306,7.0,3/32,43.71,5.18,50.5,0,0,ODI,Bowling,Bowling
AG Huckle (ZIM),1997-1999,19,18,858,661,7.0,2/27,94.42,4.62,122.5,0,0,ODI,Bowling,Bowling
Javed Miandad (PAK),1975-1996,233,12,436,297,7.0,2/22,42.42,4.08,62.2,0,0,ODI,Bowling,Bowling
SP Jones (ENG),2004-2005,8,7,348,275,7.0,2/43,39.28,4.74,49.7,0,0,ODI,Bowling,Bowling
Kamran Shazad (UAE),2014-2015,4,4,222,209,7.0,3/41,29.85,5.64,31.7,0,0,ODI,Bowling,Bowling
JJ Krejza (AUS),2011-2011,8,8,425,331,7.0,2/28,47.28,4.67,60.7,0,0,ODI,Bowling,Bowling
Krishna Chandran (UAE),2014-2016,12,11,418,431,7.0,3/45,61.57,6.18,59.7,0,0,ODI,Bowling,Bowling
ML Lewis (AUS),2005-2006,7,7,341,391,7.0,3/56,55.85,6.87,48.7,0,0,ODI,Bowling,Bowling
Mahbubul Alam (BDESH),2009-2009,5,5,222,280,7.0,2/42,40.0,7.56,31.7,0,0,ODI,Bowling,Bowling
B Mavuta (ZIM),2018-2019,7,7,276,266,7.0,2/30,38.0,5.78,39.4,0,0,ODI,Bowling,Bowling
Mominul Haque (BDESH),2012-2018,28,12,234,190,7.0,2/13,27.14,4.87,33.4,0,0,ODI,Bowling,Bowling
EA Moseley (WI),1990-1991,9,8,330,278,7.0,2/52,39.71,5.05,47.1,0,0,ODI,Bowling,Bowling
C Munro (NZ),2013-2019,57,25,552,481,7.0,2/10,68.71,5.22,78.8,0,0,ODI,Bowling,Bowling
T Muzarabani (ZIM),2015-2016,8,8,323,262,7.0,2/32,37.42,4.86,46.1,0,0,ODI,Bowling,Bowling
AK Patel (INDIA),1984-1985,8,6,360,263,7.0,3/43,37.57,4.38,51.4,0,0,ODI,Bowling,Bowling
NK Patel (USA),2019-2019,6,5,132,101,7.0,2/11,14.42,4.59,18.8,0,0,ODI,Bowling,Bowling
KP Pietersen (ENG/ICC),2004-2013,136,23,400,370,7.0,2/22,52.85,5.55,57.1,0,0,ODI,Bowling,Bowling
AM Samad (CAN),2003-2009,27,14,235,281,7.0,1/8,40.14,7.17,33.5,0,0,ODI,Bowling,Bowling
KD Shah (HKG),2014-2018,10,3,110,79,7.0,4/10,11.28,4.3,15.7,1,0,ODI,Bowling,Bowling
OA Shah (ENG),2001-2009,71,10,193,184,7.0,3/15,26.28,5.72,27.5,0,0,ODI,Bowling,Bowling
Shahid Mahboob (PAK),1982-1984,10,10,540,382,7.0,1/23,54.57,4.24,77.1,0,0,ODI,Bowling,Bowling
BB Sran (INDIA),2016-2016,6,6,302,269,7.0,3/56,38.42,5.34,43.1,0,0,ODI,Bowling,Bowling
B Stanlake (AUS),2017-2019,7,7,354,324,7.0,3/35,46.28,5.49,50.5,0,0,ODI,Bowling,Bowling
GB Stevenson (ENG),1980-1981,4,4,192,125,7.0,4/33,17.85,3.9,27.4,1,0,ODI,Bowling,Bowling
CP Tremain (AUS),2016-2016,4,4,240,255,7.0,3/64,36.42,6.37,34.2,0,0,ODI,Bowling,Bowling
TE Tucker (BMUDA),2008-2009,5,5,174,157,7.0,4/56,22.42,5.41,24.8,1,0,ODI,Bowling,Bowling
SL Watkin (ENG),1994-1994,4,4,221,193,7.0,4/49,27.57,5.23,31.5,1,0,ODI,Bowling,Bowling
B Yardley (AUS),1978-1983,7,5,198,130,7.0,3/28,18.57,3.93,28.2,0,0,ODI,Bowling,Bowling
Zaheer Abbas (PAK),1974-1985,62,12,280,223,7.0,2/26,31.85,4.77,40.0,0,0,ODI,Bowling,Bowling
Zeeshan Maqsood (OMAN),2019-2019,5,5,264,147,7.0,3/35,21.0,3.34,37.7,0,0,ODI,Bowling,Bowling
Aqib Ilyas (OMAN),2019-2019,5,5,138,80,6.0,2/32,13.33,3.47,23.0,0,0,ODI,Bowling,Bowling
Athar Ali Khan (BDESH),1988-1998,19,15,420,365,6.0,2/33,60.83,5.21,70.0,0,0,ODI,Bowling,Bowling
ID Austin (ENG),1998-1999,9,9,475,360,6.0,2/25,60.0,4.54,79.1,0,0,ODI,Bowling,Bowling
Azhar Saeed (UAE),1994-1996,7,7,271,213,6.0,3/45,35.5,4.71,45.1,0,0,ODI,Bowling,Bowling
IR Bell (ENG),2004-2015,161,6,88,88,6.0,3/9,14.66,6.0,14.6,0,0,ODI,Bowling,Bowling
Bilawal Bhatti (PAK),2013-2015,10,10,409,439,6.0,3/37,73.16,6.44,68.1,0,0,ODI,Bowling,Bowling
GE Bradburn (NZ),1990-2001,11,10,385,318,6.0,2/18,53.0,4.95,64.1,0,0,ODI,Bowling,Bowling
LJ Burger (NAM),2003-2003,6,6,330,297,6.0,3/39,49.5,5.4,55.0,0,0,ODI,Bowling,Bowling
N Deonarine (WI),2005-2015,31,20,501,475,6.0,2/18,79.16,5.68,83.5,0,0,ODI,Bowling,Bowling
LHD Dilhara (SL),2005-2013,9,8,330,261,6.0,2/30,43.5,4.74,55.0,0,0,ODI,Bowling,Bowling
SF Dukanwala (UAE),1996-1996,5,4,198,153,6.0,5/29,25.5,4.63,33.0,0,1,ODI,Bowling,Bowling
Fahad Alhashmi (UAE),2008-2015,5,5,224,202,6.0,2/39,33.66,5.41,37.3,0,0,ODI,Bowling,Bowling
KHRK Fernando (SL),2002-2006,7,7,234,159,6.0,3/12,26.5,4.07,39.0,0,0,ODI,Bowling,Bowling
SC Getkate (IRE),2019-2019,3,3,162,120,6.0,2/30,20.0,4.44,27.0,0,0,ODI,Bowling,Bowling
JOA Gordon (CAN),2012-2014,5,5,204,191,6.0,3/26,31.83,5.61,34.0,0,0,ODI,Bowling,Bowling
MD Gunathilaka (SL),2015-2019,38,18,306,296,6.0,3/48,49.33,5.8,51.0,0,0,ODI,Bowling,Bowling
RO Hinds (WI),2001-2004,14,12,407,350,6.0,2/19,58.33,5.15,67.8,0,0,ODI,Bowling,Bowling
Imran Farhat (PAK),2001-2013,58,8,116,110,6.0,3/10,18.33,5.68,19.3,0,0,ODI,Bowling,Bowling
MMA Jonkman (NL),2007-2010,4,4,136,113,6.0,3/22,18.83,4.98,22.6,0,0,ODI,Bowling,Bowling
Karim Sadiq (AFG),2009-2016,24,12,320,201,6.0,2/10,33.5,3.76,53.3,0,0,ODI,Bowling,Bowling
J Kila (PNG),2018-2019,6,6,199,135,6.0,3/27,22.5,4.07,33.1,0,0,ODI,Bowling,Bowling
PN Kirsten (SA),1991-1994,40,8,183,152,6.0,3/31,25.33,4.98,30.5,0,0,ODI,Bowling,Bowling
BP Loots (NL),2010-2011,7,7,280,287,6.0,3/16,47.83,6.15,46.6,0,0,ODI,Bowling,Bowling
PE McEwan (NZ),1980-1985,17,10,420,353,6.0,2/29,58.83,5.04,70.0,0,0,ODI,Bowling,Bowling
SCG MacGill (AUS),2000-2000,3,3,180,105,6.0,4/19,17.5,3.5,30.0,1,0,ODI,Bowling,Bowling
KA Maharaj (SA),2017-2018,4,4,187,166,6.0,3/25,27.66,5.32,31.1,0,0,ODI,Bowling,Bowling
KO Meth (ZIM),2006-2012,11,9,406,419,6.0,2/52,69.83,6.19,67.6,0,0,ODI,Bowling,Bowling
PL Mommsen (SCOT),2010-2017,44,6,132,130,6.0,3/26,21.66,5.9,22.0,0,0,ODI,Bowling,Bowling
CT Mutombodzi (ZIM),2013-2015,11,9,311,278,6.0,2/33,46.33,5.36,51.8,0,0,ODI,Bowling,Bowling
Naveen-ul-Haq (AFG),2016-2019,4,4,212,201,6.0,3/60,33.5,5.68,35.3,0,0,ODI,Bowling,Bowling
EO Odumbe (KENYA),1996-1996,8,7,137,137,6.0,2/8,22.83,6.0,22.8,0,0,ODI,Bowling,Bowling
TK Patel (USA),2019-2019,5,4,192,114,6.0,2/25,19.0,3.56,32.0,0,0,ODI,Bowling,Bowling
MJR Rindel (SA),1994-1999,22,12,270,242,6.0,2/15,40.33,5.37,45.0,0,0,ODI,Bowling,Bowling
GK Robertson (NZ),1981-1989,10,10,498,321,6.0,2/29,53.5,3.86,83.0,0,0,ODI,Bowling,Bowling
BG Rogers (ZIM),2002-2005,15,9,324,321,6.0,2/55,53.5,5.94,54.0,0,0,ODI,Bowling,Bowling
