Player,Span,Mat,Inns,NO,Runs,HS,Ave,100,50,0,Format,Category,Type
SW Tait (AUS),2005-2008,3,5,2,20.0,8,6.66,0,0,0,TEST,Batting,Batting
MF Tremlett (ENG),1948-1948,3,5,2,20.0,18*,6.66,0,0,2,TEST,Batting,Batting
A Wharton (ENG),1949-1949,1,2,0,20.0,13,10.0,0,0,0,TEST,Batting,Batting
HV Baumgartner (SA),1913-1913,1,2,0,19.0,16,9.5,0,0,0,TEST,Batting,Batting
DC Cleverley (NZ),1932-1946,2,4,3,19.0,10*,19.0,0,0,0,TEST,Batting,Batting
A Coxon (ENG),1948-1948,1,2,0,19.0,19,9.5,0,0,1,TEST,Batting,Batting
LP Jai (INDIA),1933-1933,1,2,0,19.0,19,9.5,0,0,1,TEST,Batting,Batting
S Jeganathan (SL),1983-1983,2,4,0,19.0,8,4.75,0,0,1,TEST,Batting,Batting
HW Lee (ENG),1931-1931,1,2,0,19.0,18,9.5,0,0,0,TEST,Batting,Batting
AJW McIntyre (ENG),1950-1955,3,6,0,19.0,7,3.16,0,0,1,TEST,Batting,Batting
SV Nayak (INDIA),1982-1982,2,3,1,19.0,11,9.5,0,0,0,TEST,Batting,Batting
AL Phehlukwayo (SA),2017-2018,4,4,2,19.0,9,9.5,0,0,1,TEST,Batting,Batting
OP Stone (ENG),2019-2019,1,2,0,19.0,19,9.5,0,0,1,TEST,Batting,Batting
AJ Traicos (SA/ZIM),1970-1993,7,10,4,19.0,5*,3.16,0,0,2,TEST,Batting,Batting
LL Tsotsobe (SA),2010-2011,5,5,2,19.0,8*,6.33,0,0,2,TEST,Batting,Batting
AR Adams (NZ),2002-2002,1,2,0,18.0,11,9.0,0,0,0,TEST,Batting,Batting
JJ Bumrah (INDIA),2018-2019,12,17,8,18.0,6,2.0,0,0,5,TEST,Batting,Batting
BB Cooper (AUS),1877-1877,1,2,0,18.0,15,9.0,0,0,0,TEST,Batting,Batting
AJ Evans (ENG),1921-1921,1,2,0,18.0,14,9.0,0,0,0,TEST,Batting,Batting
MJ Gopalan (INDIA),1934-1934,1,2,1,18.0,11*,18.0,0,0,0,TEST,Batting,Batting
Gursharan Singh (INDIA),1990-1990,1,1,0,18.0,18,18.0,0,0,0,TEST,Batting,Batting
C Heseltine (ENG),1896-1896,2,2,0,18.0,18,9.0,0,0,1,TEST,Batting,Batting
AR McBrine (IRE),2019-2019,2,4,0,18.0,11,4.5,0,0,1,TEST,Batting,Batting
JE McConnon (ENG),1954-1954,2,3,1,18.0,11,9.0,0,0,0,TEST,Batting,Batting
EG McLeod (NZ),1930-1930,1,2,1,18.0,16,18.0,0,0,0,TEST,Batting,Batting
Mohammad Hussain (PAK),1996-1998,2,3,0,18.0,17,6.0,0,0,1,TEST,Batting,Batting
Mujeeb Ur Rahman (AFG),2018-2018,1,2,0,18.0,15,9.0,0,0,0,TEST,Batting,Batting
RAP Nissanka (SL),2003-2003,4,5,2,18.0,12*,6.0,0,0,2,TEST,Batting,Batting
NJ O'Brien (IRE),2018-2018,1,2,0,18.0,18,9.0,0,0,1,TEST,Batting,Batting
Sajedul Islam (BDESH),2008-2013,3,6,0,18.0,6,3.0,0,0,1,TEST,Batting,Batting
RH Scott (NZ),1947-1947,1,1,0,18.0,18,18.0,0,0,0,TEST,Batting,Batting
EL St Hill (WI),1930-1930,2,4,0,18.0,12,4.5,0,0,1,TEST,Batting,Batting
AI Taylor (SA),1956-1956,1,2,0,18.0,12,9.0,0,0,0,TEST,Batting,Batting
HH Alexander (AUS),1933-1933,1,2,1,17.0,17*,17.0,0,0,1,TEST,Batting,Batting
RT Barber (NZ),1956-1956,1,2,0,17.0,12,8.5,0,0,0,TEST,Batting,Batting
GD Barlow (ENG),1976-1977,3,5,1,17.0,7*,4.25,0,0,1,TEST,Batting,Batting
GA Briant (ZIM),1993-1993,1,2,0,17.0,16,8.5,0,0,0,TEST,Batting,Batting
D Brookes (ENG),1948-1948,1,2,0,17.0,10,8.5,0,0,0,TEST,Batting,Batting
LS Brown (SA),1931-1932,2,3,0,17.0,8,5.66,0,0,0,TEST,Batting,Batting
S Christopherson (ENG),1884-1884,1,1,0,17.0,17,17.0,0,0,0,TEST,Batting,Batting
JL Cox (SA),1913-1914,3,6,1,17.0,12*,3.4,0,0,3,TEST,Batting,Batting
DT Dewdney (WI),1955-1958,9,12,5,17.0,5*,2.42,0,0,3,TEST,Batting,Batting
R Dhanraj (WI),1994-1996,4,4,0,17.0,9,4.25,0,0,0,TEST,Batting,Batting
BBM Gaskin (WI),1948-1948,2,3,0,17.0,10,5.66,0,0,1,TEST,Batting,Batting
S Guha (INDIA),1967-1969,4,7,2,17.0,6,3.4,0,0,1,TEST,Batting,Batting
Khalid Hasan (PAK),1954-1954,1,2,1,17.0,10,17.0,0,0,0,TEST,Batting,Batting
EZ Matambanadzo (ZIM),1996-1999,3,5,1,17.0,7,4.25,0,0,1,TEST,Batting,Batting
Nasir Jamal (AFG),2019-2019,1,2,0,17.0,15,8.5,0,0,0,TEST,Batting,Batting
N Ncube (ZIM),2011-2011,1,2,0,17.0,14,8.5,0,0,0,TEST,Batting,Batting
Niaz Ahmed (PAK),1967-1969,2,3,3,17.0,16*,0.0,0,0,0,TEST,Batting,Batting
AD Pougher (ENG),1892-1892,1,1,0,17.0,17,17.0,0,0,0,TEST,Batting,Batting
N Reid (SA),1921-1921,1,2,0,17.0,11,8.5,0,0,0,TEST,Batting,Batting
Sohail Tanvir (PAK),2007-2007,2,3,0,17.0,13,5.66,0,0,1,TEST,Batting,Batting
PIC Thompson (WI),1996-1997,2,3,1,17.0,10*,8.5,0,0,0,TEST,Batting,Batting
AGD Wickremasinghe (SL),1989-1992,3,3,1,17.0,13*,8.5,0,0,0,TEST,Batting,Batting
M Baqa Jilani (INDIA),1936-1936,1,2,1,16.0,12,16.0,0,0,0,TEST,Batting,Batting
DV Brennan (ENG),1951-1951,2,2,0,16.0,16,8.0,0,0,1,TEST,Batting,Batting
RP Burl (ZIM),2017-2017,1,2,0,16.0,16,8.0,0,0,1,TEST,Batting,Batting
LS Butler (WI),1955-1955,1,1,0,16.0,16,16.0,0,0,0,TEST,Batting,Batting
W Carkeek (AUS),1912-1912,6,5,2,16.0,6*,5.33,0,0,0,TEST,Batting,Batting
MVT Fernando (SL),2016-2019,7,11,6,16.0,6*,3.2,0,0,5,TEST,Batting,Batting
Imran Khan (PAK),2014-2019,10,10,3,16.0,6,2.28,0,0,5,TEST,Batting,Batting
CK Langeveldt (SA),2005-2006,6,4,2,16.0,10,8.0,0,0,1,TEST,Batting,Batting
JDF Larter (ENG),1962-1965,10,7,2,16.0,10,3.2,0,0,2,TEST,Batting,Batting
James Lillywhite jnr (ENG),1877-1877,2,3,1,16.0,10,8.0,0,0,0,TEST,Batting,Batting
Muhammad Musa (PAK),2019-2019,1,2,2,16.0,12*,0.0,0,0,0,TEST,Batting,Batting
R Nanan (WI),1980-1980,1,2,0,16.0,8,8.0,0,0,0,TEST,Batting,Batting
Nazmul Hossain (BDESH),2004-2011,2,4,2,16.0,8*,8.0,0,0,2,TEST,Batting,Batting
JM Neblett (WI),1935-1935,1,2,1,16.0,11*,16.0,0,0,0,TEST,Batting,Batting
AE Ochse (SA),1889-1889,2,4,0,16.0,8,4.0,0,0,0,TEST,Batting,Batting
MB Owens (NZ),1992-1994,8,12,6,16.0,8*,2.66,0,0,5,TEST,Batting,Batting
JB Plimsoll (SA),1947-1947,1,2,1,16.0,8*,16.0,0,0,0,TEST,Batting,Batting
AW Powell (SA),1899-1899,1,2,0,16.0,11,8.0,0,0,0,TEST,Batting,Batting
JM Sims (ENG),1935-1937,4,4,0,16.0,12,4.0,0,0,1,TEST,Batting,Batting
DJ Terbrugge (SA),1998-2004,7,8,5,16.0,4*,5.33,0,0,2,TEST,Batting,Batting
VP Terry (ENG),1984-1984,2,3,0,16.0,8,5.33,0,0,0,TEST,Batting,Batting
A Waddington (ENG),1920-1921,2,4,0,16.0,7,4.0,0,0,1,TEST,Batting,Batting
Agha Zahid (PAK),1975-1975,1,2,0,15.0,14,7.5,0,0,0,TEST,Batting,Batting
Anwar Khan (PAK),1979-1979,1,2,1,15.0,12,15.0,0,0,0,TEST,Batting,Batting
AL Apte (INDIA),1959-1959,1,2,0,15.0,8,7.5,0,0,0,TEST,Batting,Batting
HJ Butler (ENG),1947-1948,2,2,1,15.0,15*,15.0,0,0,1,TEST,Batting,Batting
CG Fichardt (SA),1892-1896,2,4,0,15.0,10,3.75,0,0,1,TEST,Batting,Batting
JC Hartley (ENG),1906-1906,2,4,0,15.0,9,3.75,0,0,2,TEST,Batting,Batting
PA Hibbert (AUS),1977-1977,1,2,0,15.0,13,7.5,0,0,0,TEST,Batting,Batting
H Howell (ENG),1920-1924,5,8,6,15.0,5,7.5,0,0,0,TEST,Batting,Batting
HL Jackson (ENG),1949-1961,2,2,1,15.0,8,15.0,0,0,0,TEST,Batting,Batting
SS Karim (INDIA),2000-2000,1,1,0,15.0,15,15.0,0,0,0,TEST,Batting,Batting
C Munro (NZ),2013-2013,1,2,0,15.0,15,7.5,0,0,1,TEST,Batting,Batting
T Mupariwa (ZIM),2004-2004,1,2,1,15.0,14,15.0,0,0,0,TEST,Batting,Batting
W Mwayenga (ZIM),2005-2005,1,2,1,15.0,14*,15.0,0,0,0,TEST,Batting,Batting
L Ngidi (SA),2018-2019,5,9,4,15.0,5,3.0,0,0,2,TEST,Batting,Batting
AW Palm (SA),1927-1928,1,2,0,15.0,13,7.5,0,0,0,TEST,Batting,Batting
MR Rege (INDIA),1949-1949,1,2,0,15.0,15,7.5,0,0,1,TEST,Batting,Batting
MWW Selvey (ENG),1976-1977,3,5,3,15.0,5*,7.5,0,0,1,TEST,Batting,Batting
Sohrawordi Shuvo (BDESH),2011-2011,1,2,0,15.0,15,7.5,0,0,1,TEST,Batting,Batting
MJC Allom (ENG),1930-1931,5,3,2,14.0,8*,14.0,0,0,0,TEST,Batting,Batting
Anwar Hossain (BDESH),2002-2002,1,2,0,14.0,12,7.0,0,0,0,TEST,Batting,Batting
Azam Khan (PAK),1996-1996,1,1,0,14.0,14,14.0,0,0,0,TEST,Batting,Batting
Azhar Khan (PAK),1980-1980,1,1,0,14.0,14,14.0,0,0,0,TEST,Batting,Batting
GF Cresswell (NZ),1949-1951,3,5,3,14.0,12*,7.0,0,0,1,TEST,Batting,Batting
P Hutchinson (SA),1889-1889,2,4,0,14.0,11,3.5,0,0,2,TEST,Batting,Batting
TE Kane (IRE),2018-2018,1,2,0,14.0,14,7.0,0,0,1,TEST,Batting,Batting
Khalid Wazir (PAK),1954-1954,2,3,1,14.0,9*,7.0,0,0,0,TEST,Batting,Batting
F Martin (ENG),1890-1892,2,2,0,14.0,13,7.0,0,0,0,TEST,Batting,Batting
S Morris (AUS),1885-1885,1,2,1,14.0,10*,14.0,0,0,0,TEST,Batting,Batting
PWA Mulder (SA),2019-2019,1,2,0,14.0,9,7.0,0,0,0,TEST,Batting,Batting
CT Mumba (ZIM),2016-2016,2,4,1,14.0,10*,4.66,0,0,0,TEST,Batting,Batting
B Muzarabani (ZIM),2017-2017,1,2,1,14.0,10,14.0,0,0,0,TEST,Batting,Batting
MJ Nicholson (AUS),1998-1998,1,2,0,14.0,9,7.0,0,0,0,TEST,Batting,Batting
ASM Oakman (ENG),1956-1956,2,2,0,14.0,10,7.0,0,0,0,TEST,Batting,Batting
CT Patankar (INDIA),1955-1956,1,2,1,14.0,13,14.0,0,0,0,TEST,Batting,Batting
SR Patil (INDIA),1955-1955,1,1,1,14.0,14*,0.0,0,0,0,TEST,Batting,Batting
HLE Promnitz (SA),1927-1928,2,4,0,14.0,5,3.5,0,0,0,TEST,Batting,Batting
A Rose-Innes (SA),1889-1889,2,4,0,14.0,13,3.5,0,0,2,TEST,Batting,Batting
Subashis Roy (BDESH),2017-2017,4,6,5,14.0,12*,14.0,0,0,1,TEST,Batting,Batting
NC Tufnell (ENG),1910-1910,1,1,0,14.0,14,14.0,0,0,0,TEST,Batting,Batting
GF Vernon (ENG),1882-1883,1,2,1,14.0,11*,14.0,0,0,0,TEST,Batting,Batting
KIW Wijegunawardene (SL),1991-1992,2,4,1,14.0,6*,4.66,0,0,0,TEST,Batting,Batting
Ziaur Rahman (BDESH),2013-2013,1,2,0,14.0,14,7.0,0,0,1,TEST,Batting,Batting
SN Banerjee (INDIA),1949-1949,1,2,0,13.0,8,6.5,0,0,0,TEST,Batting,Batting
A Coningham (AUS),1894-1895,1,2,0,13.0,10,6.5,0,0,0,TEST,Batting,Batting
WH Cooper (AUS),1881-1884,2,3,1,13.0,7,6.5,0,0,0,TEST,Batting,Batting
Hon.CJ Coventry (ENG),1889-1889,2,2,1,13.0,12,13.0,0,0,0,TEST,Batting,Batting
TWJ Goddard (ENG),1930-1939,8,5,3,13.0,8,6.5,0,0,1,TEST,Batting,Batting
L Hone (ENG),1879-1879,1,2,0,13.0,7,6.5,0,0,0,TEST,Batting,Batting
Jubair Hossain (BDESH),2014-2015,6,5,2,13.0,7*,4.33,0,0,1,TEST,Batting,Batting
UN Kulkarni (INDIA),1967-1968,4,8,5,13.0,7,4.33,0,0,1,TEST,Batting,Batting
HA Musgrove (AUS),1885-1885,1,2,0,13.0,9,6.5,0,0,0,TEST,Batting,Batting
PWG Parker (ENG),1981-1981,1,2,0,13.0,13,6.5,0,0,1,TEST,Batting,Batting
R Pollard (ENG),1946-1948,4,3,2,13.0,10*,13.0,0,0,0,TEST,Batting,Batting
RR Powar (INDIA),2007-2007,2,2,0,13.0,7,6.5,0,0,0,TEST,Batting,Batting
S Ragoonath (WI),1999-1999,2,4,1,13.0,9,4.33,0,0,1,TEST,Batting,Batting
RT Stanyforth (ENG),1927-1928,4,6,1,13.0,6*,2.6,0,0,1,TEST,Batting,Batting
RB Stewart (SA),1889-1889,1,2,0,13.0,9,6.5,0,0,0,TEST,Batting,Batting
PHJ Trimborn (SA),1967-1970,4,4,2,13.0,11*,6.5,0,0,1,TEST,Batting,Batting
KP Walmsley (NZ),1995-2000,3,5,0,13.0,5,2.6,0,0,2,TEST,Batting,Batting
CAK Walton (WI),2009-2009,2,4,0,13.0,10,3.25,0,0,1,TEST,Batting,Batting
T Yohannan (INDIA),2001-2002,3,4,4,13.0,8*,0.0,0,0,0,TEST,Batting,Batting
CE Floquet (SA),1910-1910,1,2,1,12.0,11*,12.0,0,0,0,TEST,Batting,Batting
Ghulam Abbas (PAK),1967-1967,1,2,0,12.0,12,6.0,0,0,1,TEST,Batting,Batting
GL Gibbs (WI),1955-1955,1,2,0,12.0,12,6.0,0,0,1,TEST,Batting,Batting
G Gladstone (WI),1930-1930,1,1,1,12.0,12*,0.0,0,0,0,TEST,Batting,Batting
JL Hopwood (ENG),1934-1934,2,3,1,12.0,8,6.0,0,0,0,TEST,Batting,Batting
LWS Kaluperuma (SL),1982-1982,2,4,1,12.0,11*,4.0,0,0,2,TEST,Batting,Batting
NT Pascal (WI),2010-2010,2,2,0,12.0,10,6.0,0,0,0,TEST,Batting,Batting
ACS Pigott (ENG),1984-1984,1,2,1,12.0,8*,12.0,0,0,0,TEST,Batting,Batting
GK Robertson (NZ),1986-1986,1,1,0,12.0,12,12.0,0,0,0,TEST,Batting,Batting
Shahid Saeed (PAK),1989-1989,1,1,0,12.0,12,12.0,0,0,0,TEST,Batting,Batting
Wafadar Momand (AFG),2018-2019,2,3,1,12.0,6*,6.0,0,0,1,TEST,Batting,Batting
FH Walters (AUS),1885-1885,1,2,0,12.0,7,6.0,0,0,0,TEST,Batting,Batting
CD Watson (WI),1960-1962,7,6,1,12.0,5,2.4,0,0,2,TEST,Batting,Batting
MG Webb (NZ),1971-1974,3,2,0,12.0,12,6.0,0,0,1,TEST,Batting,Batting
MR Adair (IRE),2019-2019,1,2,0,11.0,8,5.5,0,0,0,TEST,Batting,Batting
FS Ahangama (SL),1985-1985,3,3,1,11.0,11,5.5,0,0,1,TEST,Batting,Batting
BJ Bess (WI),2010-2010,1,2,1,11.0,11*,11.0,0,0,1,TEST,Batting,Batting
EG Bock (SA),1935-1935,1,2,2,11.0,9*,0.0,0,0,0,TEST,Batting,Batting
SJE Brown (ENG),1996-1996,1,2,1,11.0,10*,11.0,0,0,0,TEST,Batting,Batting
SS Cottrell (WI),2013-2014,2,4,0,11.0,5,2.75,0,0,1,TEST,Batting,Batting
WF Giffen (AUS),1887-1892,3,6,0,11.0,3,1.83,0,0,1,TEST,Batting,Batting
EJ Gregory (AUS),1877-1877,1,2,0,11.0,11,5.5,0,0,1,TEST,Batting,Batting
TU Groube (AUS),1880-1880,1,2,0,11.0,11,5.5,0,0,1,TEST,Batting,Batting
GM Guard (INDIA),1958-1960,2,2,0,11.0,7,5.5,0,0,0,TEST,Batting,Batting
CEJ Guest (AUS),1963-1963,1,1,0,11.0,11,11.0,0,0,0,TEST,Batting,Batting
AE Hall (SA),1923-1931,7,8,2,11.0,5,1.83,0,0,4,TEST,Batting,Batting
H Klaasen (SA),2019-2019,1,2,0,11.0,6,5.5,0,0,0,TEST,Batting,Batting
VM Muddiah (INDIA),1959-1960,2,3,1,11.0,11,5.5,0,0,1,TEST,Batting,Batting
JM Noreiga (WI),1971-1971,4,5,2,11.0,9,3.66,0,0,1,TEST,Batting,Batting
AL Ochse (SA),1928-1929,3,4,1,11.0,4*,3.66,0,0,0,TEST,Batting,Batting
G Sharma (INDIA),1985-1990,5,4,1,11.0,10*,3.66,0,0,2,TEST,Batting,Batting
CK Singh (WI),1960-1960,2,3,0,11.0,11,3.66,0,0,2,TEST,Batting,Batting
J Slight (AUS),1880-1880,1,2,0,11.0,11,5.5,0,0,1,TEST,Batting,Batting
GB Street (ENG),1923-1923,1,2,1,11.0,7*,11.0,0,0,0,TEST,Batting,Batting
R Vinay Kumar (INDIA),2012-2012,1,2,0,11.0,6,5.5,0,0,0,TEST,Batting,Batting
MG Waite (AUS),1938-1938,2,3,0,11.0,8,3.66,0,0,1,TEST,Batting,Batting
KA Walter (SA),1961-1961,2,3,0,11.0,10,3.66,0,0,1,TEST,Batting,Batting
BT Watambwa (ZIM),2001-2002,6,8,5,11.0,4*,3.66,0,0,2,TEST,Batting,Batting
PN Webb (NZ),1980-1980,2,3,0,11.0,5,3.66,0,0,0,TEST,Batting,Batting
JJ Whitaker (ENG),1986-1986,1,1,0,11.0,11,11.0,0,0,0,TEST,Batting,Batting
JP Agnew (ENG),1984-1985,3,4,3,10.0,5,10.0,0,0,0,TEST,Batting,Batting
Kabir Ali (ENG),2003-2003,1,2,0,10.0,9,5.0,0,0,0,TEST,Batting,Batting
GD Campbell (AUS),1989-1990,4,4,0,10.0,6,2.5,0,0,2,TEST,Batting,Batting
B Casson (AUS),2008-2008,1,1,0,10.0,10,10.0,0,0,0,TEST,Batting,Batting
AC Dawson (SA),2003-2003,2,1,0,10.0,10,10.0,0,0,0,TEST,Batting,Batting
H Dean (ENG),1912-1912,3,4,2,10.0,8,5.0,0,0,1,TEST,Batting,Batting
AM de Silva (SL),1993-1993,3,3,0,10.0,9,3.33,0,0,1,TEST,Batting,Batting
WRS de Silva (SL),2002-2007,3,2,1,10.0,5*,10.0,0,0,0,TEST,Batting,Batting
CJ Drum (NZ),2001-2002,5,5,2,10.0,4,3.33,0,0,1,TEST,Batting,Batting
GM Emmett (ENG),1948-1948,1,2,0,10.0,10,5.0,0,0,1,TEST,Batting,Batting
ESH Giddins (ENG),1999-2000,4,7,3,10.0,7,2.5,0,0,3,TEST,Batting,Batting
JR Hodges (AUS),1877-1877,2,4,1,10.0,8,3.33,0,0,1,TEST,Batting,Batting
CL Johnson (SA),1896-1896,1,2,0,10.0,7,5.0,0,0,0,TEST,Batting,Batting
TA Lloyd (ENG),1984-1984,1,1,1,10.0,10*,0.0,0,0,0,TEST,Batting,Batting
CJ McKay (AUS),2009-2009,1,1,0,10.0,10,10.0,0,0,0,TEST,Batting,Batting
JM Mennie (AUS),2016-2016,1,2,0,10.0,10,5.0,0,0,1,TEST,Batting,Batting
BD Morrison (NZ),1963-1963,1,2,0,10.0,10,5.0,0,0,1,TEST,Batting,Batting
DT Mutendera (ZIM),2000-2000,1,2,0,10.0,10,5.0,0,0,1,TEST,Batting,Batting
AM Pai (INDIA),1969-1969,1,2,0,10.0,9,5.0,0,0,0,TEST,Batting,Batting
KE Palmer (ENG),1965-1965,1,1,0,10.0,10,10.0,0,0,0,TEST,Batting,Batting
Pankaj Singh (INDIA),2014-2014,2,4,1,10.0,9,3.33,0,0,2,TEST,Batting,Batting
SF Rehman (PAK),1958-1958,1,2,0,10.0,8,5.0,0,0,0,TEST,Batting,Batting
JPF Travers (AUS),1902-1902,1,2,0,10.0,9,5.0,0,0,0,TEST,Batting,Batting
KEA Upashantha (SL),1999-2002,2,3,0,10.0,6,3.33,0,0,0,TEST,Batting,Batting
PK Wijetunge (SL),1993-1993,1,2,0,10.0,10,5.0,0,0,1,TEST,Batting,Batting
ER Wilson (ENG),1921-1921,1,2,0,10.0,5,5.0,0,0,0,TEST,Batting,Batting
B Yograj Singh (INDIA),1981-1981,1,2,0,10.0,6,5.0,0,0,0,TEST,Batting,Batting
KN Amalean (SL),1986-1988,2,3,2,9.0,7*,9.0,0,0,0,TEST,Batting,Batting
TS Chisoro (ZIM),2017-2017,1,1,0,9.0,9,9.0,0,0,0,TEST,Batting,Batting
LJ Coldwell (ENG),1962-1964,7,7,5,9.0,6*,4.5,0,0,1,TEST,Batting,Batting
EQ Davies (SA),1936-1939,5,8,3,9.0,3,1.8,0,0,2,TEST,Batting,Batting
M de Lange (SA),2011-2012,2,2,0,9.0,9,4.5,0,0,1,TEST,Batting,Batting
RR Dower (SA),1899-1899,1,2,0,9.0,9,4.5,0,0,1,TEST,Batting,Batting
A Hearne (ENG),1892-1892,1,1,0,9.0,9,9.0,0,0,0,TEST,Batting,Batting
Iftikhar Anjum (PAK),2006-2006,1,1,1,9.0,9*,0.0,0,0,0,TEST,Batting,Batting
TF Johnson (WI),1939-1939,1,1,1,9.0,9*,0.0,0,0,0,TEST,Batting,Batting
LR Joslin (AUS),1968-1968,1,2,0,9.0,7,4.5,0,0,0,TEST,Batting,Batting
J McIlwraith (AUS),1886-1886,1,2,0,9.0,7,4.5,0,0,0,TEST,Batting,Batting
B Mavuta (ZIM),2018-2018,2,4,0,9.0,6,2.25,0,0,2,TEST,Batting,Batting
Mohammad Khalil (PAK),2004-2005,2,4,1,9.0,5,3.0,0,0,1,TEST,Batting,Batting
NO Norton (SA),1910-1910,1,2,0,9.0,7,4.5,0,0,0,TEST,Batting,Batting
RJ Quiney (AUS),2012-2012,2,3,0,9.0,9,3.0,0,0,2,TEST,Batting,Batting
Riaz Afridi (PAK),2004-2004,1,1,0,9.0,9,9.0,0,0,0,TEST,Batting,Batting
GF Rorke (AUS),1959-1959,4,4,2,9.0,7,4.5,0,0,1,TEST,Batting,Batting
BN Schultz (SA),1992-1997,9,8,2,9.0,6,1.5,0,0,3,TEST,Batting,Batting
AK Sengupta (INDIA),1959-1959,1,2,0,9.0,8,4.5,0,0,0,TEST,Batting,Batting
FW Tate (ENG),1902-1902,1,2,1,9.0,5*,9.0,0,0,0,TEST,Batting,Batting
DS Tomlinson (SA),1935-1935,1,1,0,9.0,9,9.0,0,0,0,TEST,Batting,Batting
Zakir Khan (PAK),1986-1989,2,2,2,9.0,9*,0.0,0,0,0,TEST,Batting,Batting
Agha Saadat Ali (PAK),1955-1955,1,1,1,8.0,8*,0.0,0,0,0,TEST,Batting,Batting
Alamgir Kabir (BDESH),2002-2004,3,5,1,8.0,4,2.0,0,0,2,TEST,Batting,Batting
HS Chang (WI),1979-1979,1,2,0,8.0,6,4.0,0,0,0,TEST,Batting,Batting
UG Dowe (WI),1971-1973,4,3,2,8.0,5*,8.0,0,0,0,TEST,Batting,Batting
FJ Durston (ENG),1921-1921,1,2,1,8.0,6*,8.0,0,0,0,TEST,Batting,Batting
PA Emery (AUS),1994-1994,1,1,1,8.0,8*,0.0,0,0,0,TEST,Batting,Batting
N Gordon (SA),1938-1939,5,6,2,8.0,7*,2.0,0,0,3,TEST,Batting,Batting
J Harry (AUS),1895-1895,1,2,0,8.0,6,4.0,0,0,0,TEST,Batting,Batting
M Henderson (NZ),1930-1930,1,2,1,8.0,6,8.0,0,0,0,TEST,Batting,Batting
CFW Hime (SA),1896-1896,1,2,0,8.0,8,4.0,0,0,1,TEST,Batting,Batting
DJ Johnson (INDIA),1996-1996,2,3,1,8.0,5,4.0,0,0,0,TEST,Batting,Batting
S Kalavitigoda (SL),2005-2005,1,2,0,8.0,7,4.0,0,0,0,TEST,Batting,Batting
ACI Lock (ZIM),1995-1995,1,2,1,8.0,8*,8.0,0,0,1,TEST,Batting,Batting
HSB Love (AUS),1933-1933,1,2,0,8.0,5,4.0,0,0,0,TEST,Batting,Batting
DAN McRae (NZ),1946-1946,1,2,0,8.0,8,4.0,0,0,1,TEST,Batting,Batting
NA Mallender (ENG),1992-1992,2,3,0,8.0,4,2.66,0,0,0,TEST,Batting,Batting
NE Marshall (WI),1955-1955,1,2,0,8.0,8,4.0,0,0,1,TEST,Batting,Batting
BD Milburn (NZ),1969-1969,3,3,2,8.0,4*,8.0,0,0,1,TEST,Batting,Batting
Mufasir-ul-Haq (PAK),1965-1965,1,1,1,8.0,8*,0.0,0,0,0,TEST,Batting,Batting
N M'shangwe (ZIM),2014-2014,2,4,0,8.0,8,2.0,0,0,3,TEST,Batting,Batting
Naseem Shah (PAK),2019-2019,3,3,2,8.0,7,8.0,0,0,0,TEST,Batting,Batting
GWF Overton (NZ),1953-1954,3,6,1,8.0,3*,1.6,0,0,2,TEST,Batting,Batting
AL Padmore (WI),1976-1976,2,2,1,8.0,8*,8.0,0,0,1,TEST,Batting,Batting
GH Pope (ENG),1947-1947,1,1,1,8.0,8*,0.0,0,0,0,TEST,Batting,Batting
U Ranchod (ZIM),1993-1993,1,2,0,8.0,7,4.0,0,0,0,TEST,Batting,Batting
CR Rangachari (INDIA),1948-1948,4,6,3,8.0,8*,2.66,0,0,3,TEST,Batting,Batting
KV Sharma (INDIA),2014-2014,1,2,1,8.0,4*,8.0,0,0,0,TEST,Batting,Batting
JT Willoughby (SA),1896-1896,2,4,0,8.0,5,2.0,0,0,2,TEST,Batting,Batting
RJ Blakey (ENG),1993-1993,2,4,0,7.0,6,1.75,0,0,2,TEST,Batting,Batting
N Chopra (INDIA),2000-2000,1,2,0,7.0,4,3.5,0,0,0,TEST,Batting,Batting
FJ Cook (SA),1896-1896,1,2,0,7.0,7,3.5,0,0,1,TEST,Batting,Batting
Ehsanul Haque (BDESH),2002-2002,1,2,0,7.0,5,3.5,0,0,0,TEST,Batting,Batting
Faisal Hossain (BDESH),2004-2004,1,2,0,7.0,5,3.5,0,0,0,TEST,Batting,Batting
WHB Frank (SA),1896-1896,1,2,0,7.0,5,3.5,0,0,0,TEST,Batting,Batting
RHM Hands (SA),1914-1914,1,2,0,7.0,7,3.5,0,0,1,TEST,Batting,Batting
RI Harford (NZ),1968-1968,3,5,2,7.0,6,2.33,0,0,1,TEST,Batting,Batting
Ikram Alikhil (AFG),2019-2019,1,1,0,7.0,7,7.0,0,0,0,TEST,Batting,Batting
SD Jack (SA),1994-1995,2,2,0,7.0,7,3.5,0,0,1,TEST,Batting,Batting
CM Kuggeleijn (NZ),1988-1988,2,4,0,7.0,7,1.75,0,0,3,TEST,Batting,Batting
WHV Levett (ENG),1934-1934,1,2,1,7.0,5,7.0,0,0,0,TEST,Batting,Batting
TG McMahon (NZ),1955-1956,5,7,4,7.0,4*,2.33,0,0,2,TEST,Batting,Batting
AM Matheson (NZ),1930-1931,2,1,0,7.0,7,7.0,0,0,0,TEST,Batting,Batting
